Tri,TriSig,Dex,DexSig
3225,0.02137,3225,0.22888
3224.5,0.01902,3224.5,0.22841
3224,0.02237,3224,0.23234
3223.5,0.02537,3223.5,0.22972
3223,0.01907,3223,0.22331
3222.5,0.01518,3222.5,0.22494
3222,0.01666,3222,0.2282
3221.5,0.01538,3221.5,0.22707
3221,0.01929,3221,0.2252
3220.5,0.01959,3220.5,0.21911
3220,0.0141,3220,0.21805
3219.5,0.01714,3219.5,0.22453
3219,0.02202,3219,0.22663
3218.5,0.01936,3218.5,0.22509
3218,0.01603,3218,0.23113
3217.5,0.01335,3217.5,0.23306
3217,0.01581,3217,0.22075
3216.5,0.02513,3216.5,0.22181
3216,0.02625,3216,0.22844
3215.5,0.02092,3215.5,0.22522
3215,0.0224,3215,0.22345
3214.5,0.0282,3214.5,0.22584
3214,0.02538,3214,0.22316
3213.5,0.01934,3213.5,0.22009
3213,0.01703,3213,0.22422
3212.5,0.02042,3212.5,0.22757
3212,0.0229,3212,0.22525
3211.5,0.01769,3211.5,0.22284
3211,0.00981,3211,0.22131
3210.5,0.01272,3210.5,0.21901
3210,0.01936,3210,0.22075
3209.5,0.02105,3209.5,0.22668
3209,0.02064,3209,0.2272
3208.5,0.022,3208.5,0.21502
3208,0.02372,3208,0.2101
3207.5,0.02234,3207.5,0.21472
3207,0.02145,3207,0.22063
3206.5,0.01701,3206.5,0.21828
3206,0.01618,3206,0.21133
3205.5,0.01748,3205.5,0.21384
3205,0.01501,3205,0.22106
3204.5,0.01636,3204.5,0.22155
3204,0.02112,3204,0.21568
3203.5,0.02252,3203.5,0.21333
3203,0.01854,3203,0.21283
3202.5,0.01541,3202.5,0.2138
3202,0.02107,3202,0.22007
3201.5,0.02137,3201.5,0.21556
3201,0.01254,3201,0.207
3200.5,0.01021,3200.5,0.21166
3200,0.01367,3200,0.20777
3199.5,0.02034,3199.5,0.20162
3199,0.02234,3199,0.21058
3198.5,0.01884,3198.5,0.218
3198,0.01871,3198,0.21936
3197.5,0.02032,3197.5,0.21222
3197,0.01631,3197,0.20549
3196.5,0.01373,3196.5,0.20733
3196,0.01814,3196,0.20532
3195.5,0.02004,3195.5,0.20448
3195,0.02042,3195,0.20348
3194.5,0.02245,3194.5,0.20905
3194,0.02318,3194,0.21178
3193.5,0.01786,3193.5,0.20256
3193,0.01058,3193,0.19588
3192.5,0.01491,3192.5,0.20073
3192,0.02179,3192,0.20813
3191.5,0.02134,3191.5,0.20632
3191,0.01904,3191,0.20334
3190.5,0.0235,3190.5,0.20532
3190,0.02487,3190,0.20297
3189.5,0.01809,3189.5,0.20273
3189,0.01666,3189,0.20745
3188.5,0.02009,3188.5,0.20874
3188,0.01985,3188,0.20556
3187.5,0.01761,3187.5,0.20457
3187,0.01636,3187,0.20145
3186.5,0.02375,3186.5,0.20235
3186,0.02645,3186,0.20568
3185.5,0.01659,3185.5,0.19824
3185,0.01049,3185,0.19191
3184.5,0.01372,3184.5,0.19385
3184,0.01433,3184,0.19772
3183.5,0.00965,3183.5,0.19603
3183,0.00842,3183,0.19335
3182.5,0.01463,3182.5,0.1926
3182,0.02197,3182,0.1964
3181.5,0.02453,3181.5,0.20046
3181,0.01671,3181,0.19628
3180.5,0.01202,3180.5,0.19638
3180,0.01887,3180,0.199
3179.5,0.02487,3179.5,0.1973
3179,0.02262,3179,0.19759
3178.5,0.01774,3178.5,0.19565
3178,0.02189,3178,0.1985
3177.5,0.02382,3177.5,0.20165
3177,0.01596,3177,0.1956
3176.5,0.01051,3176.5,0.18579
3176,0.01437,3176,0.18414
3175.5,0.02149,3175.5,0.18496
3175,0.02029,3175,0.18247
3174.5,0.01824,3174.5,0.18841
3174,0.01944,3174,0.19423
3173.5,0.02084,3173.5,0.19117
3173,0.02009,3173,0.18572
3172.5,0.01738,3172.5,0.18039
3172,0.02202,3172,0.18285
3171.5,0.02675,3171.5,0.18852
3171,0.02009,3171,0.18587
3170.5,0.00975,3170.5,0.17673
3170,0.016,3170,0.17722
3169.5,0.02352,3169.5,0.18083
3169,0.0207,3169,0.18485
3168.5,0.01711,3168.5,0.18807
3168,0.01197,3168,0.18304
3167.5,0.01216,3167.5,0.17675
3167,0.01856,3167,0.17922
3166.5,0.0238,3166.5,0.18475
3166,0.0236,3166,0.18048
3165.5,0.0228,3165.5,0.18019
3165,0.01979,3165,0.18091
3164.5,0.02049,3164.5,0.18076
3164,0.02169,3164,0.17825
3163.5,0.01896,3163.5,0.17648
3163,0.01481,3163,0.17611
3162.5,0.0094,3162.5,0.1721
3162,0.01621,3162,0.17473
3161.5,0.01949,3161.5,0.17786
3161,0.01772,3161,0.1751
3160.5,0.02483,3160.5,0.17344
3160,0.02703,3160,0.17468
3159.5,0.02237,3159.5,0.17579
3159,0.02418,3159,0.18321
3158.5,0.02705,3158.5,0.18542
3158,0.01896,3158,0.17599
3157.5,0.01916,3157.5,0.17256
3157,0.02318,3157,0.17085
3156.5,0.01711,3156.5,0.16636
3156,0.01176,3156,0.16841
3155.5,0.01375,3155.5,0.16815
3155,0.01573,3155,0.16509
3154.5,0.01688,3154.5,0.16693
3154,0.01874,3154,0.17284
3153.5,0.01942,3153.5,0.16922
3153,0.01498,3153,0.16273
3152.5,0.01681,3152.5,0.16533
3152,0.01995,3152,0.16629
3151.5,0.02025,3151.5,0.1646
3151,0.0222,3151,0.16744
3150.5,0.02498,3150.5,0.17068
3150,0.02663,3150,0.16939
3149.5,0.02627,3149.5,0.16548
3149,0.0208,3149,0.16156
3148.5,0.01513,3148.5,0.16209
3148,0.01822,3148,0.16596
3147.5,0.0204,3147.5,0.16342
3147,0.0159,3147,0.15924
3146.5,0.01315,3146.5,0.16042
3146,0.01274,3146,0.16311
3145.5,0.01591,3145.5,0.16552
3145,0.01738,3145,0.16777
3144.5,0.01736,3144.5,0.1628
3144,0.01511,3144,0.15021
3143.5,0.0134,3143.5,0.14625
3143,0.0129,3143,0.1494
3142.5,0.01307,3142.5,0.15484
3142,0.01743,3142,0.1633
3141.5,0.02084,3141.5,0.16137
3141,0.0205,3141,0.15215
3140.5,0.0238,3140.5,0.15433
3140,0.02065,3140,0.15836
3139.5,0.01829,3139.5,0.15836
3139,0.01721,3139,0.15539
3138.5,0.02,3138.5,0.15464
3138,0.01927,3138,0.15333
3137.5,0.01598,3137.5,0.15156
3137,0.01872,3137,0.15239
3136.5,0.01787,3136.5,0.15283
3136,0.01521,3136,0.15187
3135.5,0.01974,3135.5,0.15407
3135,0.01774,3135,0.15012
3134.5,0.01214,3134.5,0.14361
3134,0.01373,3134,0.14197
3133.5,0.01573,3133.5,0.14258
3133,0.02132,3133,0.14925
3132.5,0.02169,3132.5,0.15134
3132,0.0138,3132,0.14663
3131.5,0.01653,3131.5,0.14877
3131,0.02107,3131,0.14801
3130.5,0.016,3130.5,0.13978
3130,0.01528,3130,0.1375
3129.5,0.01869,3129.5,0.14058
3129,0.02245,3129,0.14817
3128.5,0.03229,3128.5,0.1547
3128,0.03282,3128,0.15273
3127.5,0.01972,3127.5,0.14543
3127,0.01566,3127,0.14498
3126.5,0.01618,3126.5,0.14594
3126,0.01658,3126,0.13998
3125.5,0.01447,3125.5,0.13666
3125,0.01403,3125,0.13834
3124.5,0.0204,3124.5,0.14036
3124,0.02167,3124,0.14221
3123.5,0.01693,3123.5,0.14517
3123,0.01598,3123,0.1463
3122.5,0.01955,3122.5,0.13911
3122,0.02229,3122,0.1342
3121.5,0.01967,3121.5,0.13781
3121,0.01786,3121,0.13637
3120.5,0.01442,3120.5,0.13227
3120,0.00897,3120,0.13082
3119.5,0.01658,3119.5,0.13622
3119,0.02493,3119,0.1395
3118.5,0.02332,3118.5,0.13489
3118,0.02328,3118,0.12939
3117.5,0.02297,3117.5,0.12891
3117,0.01979,3117,0.12891
3116.5,0.02287,3116.5,0.13304
3116,0.02267,3116,0.13241
3115.5,0.01937,3115.5,0.13104
3115,0.02137,3115,0.13236
3114.5,0.02293,3114.5,0.13379
3114,0.02417,3114,0.13439
3113.5,0.02245,3113.5,0.13265
3113,0.02194,3113,0.1335
3112.5,0.0233,3112.5,0.1335
3112,0.02125,3112,0.12635
3111.5,0.01523,3111.5,0.11986
3111,0.01576,3111,0.12432
3110.5,0.02095,3110.5,0.13167
3110,0.02528,3110,0.13014
3109.5,0.02777,3109.5,0.12526
3109,0.02378,3109,0.12168
3108.5,0.02007,3108.5,0.11929
3108,0.02004,3108,0.12236
3107.5,0.02029,3107.5,0.12773
3107,0.02155,3107,0.12995
3106.5,0.02672,3106.5,0.12993
3106,0.02999,3106,0.12898
3105.5,0.0289,3105.5,0.12881
3105,0.02497,3105,0.12303
3104.5,0.01951,3104.5,0.11863
3104,0.01749,3104,0.11926
3103.5,0.02007,3103.5,0.12429
3103,0.02152,3103,0.1263
3102.5,0.01941,3102.5,0.12437
3102,0.02258,3102,0.12696
3101.5,0.02463,3101.5,0.12454
3101,0.0204,3101,0.11897
3100.5,0.01573,3100.5,0.11836
3100,0.01776,3100,0.12166
3099.5,0.02322,3099.5,0.12246
3099,0.02387,3099,0.1217
3098.5,0.02438,3098.5,0.12147
3098,0.02403,3098,0.11774
3097.5,0.02332,3097.5,0.11654
3097,0.0215,3097,0.11463
3096.5,0.02353,3096.5,0.11398
3096,0.02318,3096,0.11463
3095.5,0.01912,3095.5,0.11242
3095,0.01812,3095,0.11181
3094.5,0.01787,3094.5,0.11364
3094,0.02092,3094,0.12248
3093.5,0.0234,3093.5,0.12308
3093,0.02017,3093,0.10841
3092.5,0.01879,3092.5,0.10717
3092,0.01962,3092,0.11625
3091.5,0.02172,3091.5,0.12183
3091,0.01967,3091,0.1186
3090.5,0.01649,3090.5,0.114
3090,0.01781,3090,0.11159
3089.5,0.02215,3089.5,0.11325
3089,0.0243,3089,0.11026
3088.5,0.02543,3088.5,0.10515
3088,0.02347,3088,0.10535
3087.5,0.02079,3087.5,0.10658
3087,0.02347,3087,0.11378
3086.5,0.02555,3086.5,0.1137
3086,0.02323,3086,0.10432
3085.5,0.02378,3085.5,0.1034
3085,0.02593,3085,0.10579
3084.5,0.02245,3084.5,0.10461
3084,0.01762,3084,0.10418
3083.5,0.01604,3083.5,0.10311
3083,0.02099,3083,0.10715
3082.5,0.02553,3082.5,0.11286
3082,0.02214,3082,0.10958
3081.5,0.01922,3081.5,0.10449
3081,0.02225,3081,0.10006
3080.5,0.02523,3080.5,0.09718
3080,0.02532,3080,0.0976
3079.5,0.0271,3079.5,0.10198
3079,0.02585,3079,0.10654
3078.5,0.02455,3078.5,0.10926
3078,0.02958,3078,0.11217
3077.5,0.0297,3077.5,0.1097
3077,0.02237,3077,0.10556
3076.5,0.02377,3076.5,0.10293
3076,0.02857,3076,0.10157
3075.5,0.03042,3075.5,0.10165
3075,0.02675,3075,0.09977
3074.5,0.02537,3074.5,0.10047
3074,0.02773,3074,0.10189
3073.5,0.03225,3073.5,0.1024
3073,0.03441,3073,0.10376
3072.5,0.03122,3072.5,0.1052
3072,0.02648,3072,0.10405
3071.5,0.02335,3071.5,0.10084
3071,0.02149,3071,0.09318
3070.5,0.02458,3070.5,0.09379
3070,0.03245,3070,0.09838
3069.5,0.03074,3069.5,0.09693
3069,0.02588,3069,0.09974
3068.5,0.0324,3068.5,0.10751
3068,0.03456,3068,0.10744
3067.5,0.03269,3067.5,0.09767
3067,0.03024,3067,0.09274
3066.5,0.02383,3066.5,0.09726
3066,0.02692,3066,0.09996
3065.5,0.03074,3065.5,0.09572
3065,0.02973,3065,0.09711
3064.5,0.02773,3064.5,0.09884
3064,0.02592,3064,0.09769
3063.5,0.03147,3063.5,0.0931
3063,0.0383,3063,0.09017
3062.5,0.03504,3062.5,0.08843
3062,0.0306,3062,0.08784
3061.5,0.03349,3061.5,0.09709
3061,0.03366,3061,0.10135
3060.5,0.03137,3060.5,0.09779
3060,0.03606,3060,0.10045
3059.5,0.0375,3059.5,0.0992
3059,0.03277,3059,0.09461
3058.5,0.02765,3058.5,0.09185
3058,0.02323,3058,0.08816
3057.5,0.02562,3057.5,0.09102
3057,0.02897,3057,0.09337
3056.5,0.02992,3056.5,0.08882
3056,0.02927,3056,0.08567
3055.5,0.03426,3055.5,0.09098
3055,0.03621,3055,0.09415
3054.5,0.03277,3054.5,0.09174
3054,0.03271,3054,0.08983
3053.5,0.02933,3053.5,0.09019
3053,0.02768,3053,0.08982
3052.5,0.03115,3052.5,0.08578
3052,0.03364,3052,0.08331
3051.5,0.03653,3051.5,0.08466
3051,0.037,3051,0.08941
3050.5,0.03055,3050.5,0.08922
3050,0.0224,3050,0.08218
3049.5,0.02195,3049.5,0.08407
3049,0.02979,3049,0.08591
3048.5,0.03458,3048.5,0.08046
3048,0.03518,3048,0.07884
3047.5,0.03705,3047.5,0.08468
3047,0.03608,3047,0.08371
3046.5,0.03351,3046.5,0.08615
3046,0.03391,3046,0.08787
3045.5,0.0304,3045.5,0.08176
3045,0.02685,3045,0.08312
3044.5,0.03005,3044.5,0.08752
3044,0.03164,3044,0.08297
3043.5,0.03561,3043.5,0.08047
3043,0.03989,3043,0.08225
3042.5,0.03885,3042.5,0.08317
3042,0.03701,3042,0.08446
3041.5,0.03387,3041.5,0.08037
3041,0.03366,3041,0.07796
3040.5,0.03935,3040.5,0.08397
3040,0.0395,3040,0.08344
3039.5,0.03528,3039.5,0.07857
3039,0.03648,3039,0.07951
3038.5,0.0423,3038.5,0.08029
3038,0.0461,3038,0.08054
3037.5,0.04228,3037.5,0.0815
3037,0.03695,3037,0.08268
3036.5,0.03723,3036.5,0.07825
3036,0.04185,3036,0.07336
3035.5,0.04278,3035.5,0.0783
3035,0.04235,3035,0.08208
3034.5,0.04533,3034.5,0.07928
3034,0.04762,3034,0.07642
3033.5,0.04745,3033.5,0.07509
3033,0.04139,3033,0.07432
3032.5,0.03715,3032.5,0.0725
3032,0.04103,3032,0.07181
3031.5,0.04827,3031.5,0.07428
3031,0.04921,3031,0.07396
3030.5,0.04846,3030.5,0.07508
3030,0.05005,3030,0.07771
3029.5,0.04849,3029.5,0.07632
3029,0.04866,3029,0.07747
3028.5,0.05142,3028.5,0.07975
3028,0.05189,3028,0.08274
3027.5,0.05429,3027.5,0.08208
3027,0.05666,3027,0.07528
3026.5,0.05725,3026.5,0.074
3026,0.05903,3026,0.07791
3025.5,0.06185,3025.5,0.08079
3025,0.06691,3025,0.08194
3024.5,0.06972,3024.5,0.07975
3024,0.07022,3024,0.08079
3023.5,0.06883,3023.5,0.07479
3023,0.06669,3023,0.06694
3022.5,0.07076,3022.5,0.06568
3022,0.07644,3022,0.06508
3021.5,0.07818,3021.5,0.0728
3021,0.07516,3021,0.07592
3020.5,0.07813,3020.5,0.07243
3020,0.08434,3020,0.07039
3019.5,0.08723,3019.5,0.06775
3019,0.09848,3019,0.06969
3018.5,0.10277,3018.5,0.07081
3018,0.1049,3018,0.07437
3017.5,0.1141,3017.5,0.07556
3017,0.11963,3017,0.07041
3016.5,0.12129,3016.5,0.06711
3016,0.12239,3016,0.06598
3015.5,0.1315,3015.5,0.07016
3015,0.1421,3015,0.07573
3014.5,0.14664,3014.5,0.07597
3014,0.1522,3014,0.07673
3013.5,0.1614,3013.5,0.07718
3013,0.1686,3013,0.06837
3012.5,0.16937,3012.5,0.05983
3012,0.17232,3012,0.06945
3011.5,0.17577,3011.5,0.07258
3011,0.17846,3011,0.05936
3010.5,0.18437,3010.5,0.0552
3010,0.19127,3010,0.06348
3009.5,0.19981,3009.5,0.07046
3009,0.20657,3009,0.07297
3008.5,0.20627,3008.5,0.06972
3008,0.2062,3008,0.06222
3007.5,0.20938,3007.5,0.06568
3007,0.21509,3007,0.07044
3006.5,0.21692,3006.5,0.06656
3006,0.21511,3006,0.06069
3005.5,0.21377,3005.5,0.05785
3005,0.21349,3005,0.06003
3004.5,0.21187,3004.5,0.06249
3004,0.20867,3004,0.06289
3003.5,0.20367,3003.5,0.06139
3003,0.19694,3003,0.05538
3002.5,0.19973,3002.5,0.05396
3002,0.20679,3002,0.06198
3001.5,0.20129,3001.5,0.06217
3001,0.18995,3001,0.06225
3000.5,0.18243,3000.5,0.06506
3000,0.17855,3000,0.06259
2999.5,0.18103,2999.5,0.06518
2999,0.1781,2999,0.06686
2998.5,0.17113,2998.5,0.0658
2998,0.16941,2998,0.06647
2997.5,0.16564,2997.5,0.06434
2997,0.16085,2997,0.06123
2996.5,0.15637,2996.5,0.05931
2996,0.15282,2996,0.0599
2995.5,0.14846,2995.5,0.06119
2995,0.14412,2995,0.06698
2994.5,0.14263,2994.5,0.06667
2994,0.13694,2994,0.05906
2993.5,0.13619,2993.5,0.05654
2993,0.13781,2993,0.05866
2992.5,0.12541,2992.5,0.05802
2992,0.11889,2992,0.06207
2991.5,0.12367,2991.5,0.06225
2991,0.1209,2991,0.05532
2990.5,0.11638,2990.5,0.05639
2990,0.11952,2990,0.0604
2989.5,0.11744,2989.5,0.05768
2989,0.11245,2989,0.05563
2988.5,0.11552,2988.5,0.05911
2988,0.11773,2988,0.06003
2987.5,0.11543,2987.5,0.05944
2987,0.11935,2987,0.05975
2986.5,0.12514,2986.5,0.06218
2986,0.12364,2986,0.06598
2985.5,0.11999,2985.5,0.05934
2985,0.11977,2985,0.04906
2984.5,0.11717,2984.5,0.04757
2984,0.11768,2984,0.04894
2983.5,0.1219,2983.5,0.05008
2983,0.12765,2983,0.05453
2982.5,0.13255,2982.5,0.0579
2982,0.13391,2982,0.05493
2981.5,0.13458,2981.5,0.05116
2981,0.14106,2981,0.0528
2980.5,0.14298,2980.5,0.0555
2980,0.13719,2980,0.04955
2979.5,0.14493,2979.5,0.05084
2979,0.15141,2979,0.05854
2978.5,0.14992,2978.5,0.05471
2978,0.15093,2978,0.04357
2977.5,0.15927,2977.5,0.04975
2977,0.16827,2977,0.06037
2976.5,0.1692,2976.5,0.05468
2976,0.17351,2976,0.05339
2975.5,0.18534,2975.5,0.06339
2975,0.18843,2975,0.06064
2974.5,0.18734,2974.5,0.05002
2974,0.19385,2974,0.05429
2973.5,0.19961,2973.5,0.0599
2973,0.20476,2973,0.05971
2972.5,0.21558,2972.5,0.06
2972,0.22235,2972,0.05688
2971.5,0.22633,2971.5,0.05965
2971,0.22998,2971,0.06311
2970.5,0.23599,2970.5,0.06353
2970,0.24543,2970,0.06449
2969.5,0.255,2969.5,0.06521
2969,0.26117,2969,0.06022
2968.5,0.267,2968.5,0.05391
2968,0.2785,2968,0.05575
2967.5,0.29063,2967.5,0.05287
2967,0.29927,2967,0.0523
2966.5,0.31014,2966.5,0.05896
2966,0.32205,2966,0.06566
2965.5,0.33026,2965.5,0.06555
2965,0.33899,2965,0.05713
2964.5,0.3508,2964.5,0.05199
2964,0.36132,2964,0.0492
2963.5,0.37256,2963.5,0.05085
2963,0.3883,2963,0.05054
2962.5,0.40156,2962.5,0.04998
2962,0.41106,2962,0.05183
2961.5,0.42236,2961.5,0.04993
2961,0.43423,2961,0.04441
2960.5,0.44323,2960.5,0.04134
2960,0.45017,2960,0.04081
2959.5,0.46442,2959.5,0.04302
2959,0.47893,2959,0.04569
2958.5,0.48613,2958.5,0.04509
2958,0.49043,2958,0.043
2957.5,0.50059,2957.5,0.04134
2957,0.51174,2957,0.04049
2956.5,0.51786,2956.5,0.03491
2956,0.52032,2956,0.027
2955.5,0.52406,2955.5,0.02443
2955,0.52831,2955,0.0264
2954.5,0.53074,2954.5,0.0301
2954,0.53754,2954,0.03489
2953.5,0.54054,2953.5,0.03491
2953,0.54732,2953,0.03351
2952.5,0.54894,2952.5,0.0297
2952,0.54867,2952,0.03232
2951.5,0.5482,2951.5,0.03287
2951,0.54632,2951,0.03292
2950.5,0.54988,2950.5,0.03463
2950,0.5511,2950,0.03352
2949.5,0.54832,2949.5,0.02963
2949,0.54835,2949,0.0283
2948.5,0.54948,2948.5,0.03306
2948,0.55155,2948,0.04056
2947.5,0.55793,2947.5,0.04369
2947,0.55997,2947,0.04031
2946.5,0.56317,2946.5,0.04079
2946,0.57422,2946,0.04544
2945.5,0.57887,2945.5,0.04834
2945,0.58285,2945,0.04925
2944.5,0.59494,2944.5,0.05077
2944,0.60427,2944,0.05186
2943.5,0.6065,2943.5,0.04697
2943,0.61173,2943,0.04218
2942.5,0.61917,2942.5,0.04039
2942,0.63301,2942,0.04419
2941.5,0.65401,2941.5,0.0501
2941,0.67252,2941,0.04685
2940.5,0.69997,2940.5,0.04933
2940,0.72772,2940,0.06096
2939.5,0.73432,2939.5,0.05302
2939,0.74568,2939,0.04501
2938.5,0.76824,2938.5,0.04851
2938,0.79362,2938,0.05322
2937.5,0.82278,2937.5,0.05587
2937,0.84196,2937,0.05508
2936.5,0.86307,2936.5,0.05501
2936,0.88826,2936,0.05282
2935.5,0.91283,2935.5,0.05384
2935,0.94224,2935,0.05674
2934.5,0.97277,2934.5,0.05419
2934,1.00434,2934,0.05147
2933.5,1.03996,2933.5,0.05251
2933,1.07456,2933,0.0528
2932.5,1.09924,2932.5,0.04536
2932,1.11984,2932,0.03422
2931.5,1.14901,2931.5,0.03089
2931,1.18546,2931,0.03334
2930.5,1.21997,2930.5,0.03167
2930,1.25239,2930,0.0285
2929.5,1.28017,2929.5,0.02433
2929,1.30478,2929,0.01974
2928.5,1.33671,2928.5,0.01992
2928,1.3677,2928,0.01909
2927.5,1.39432,2927.5,0.01428
2927,1.41331,2927,0.00937
2926.5,1.43578,2926.5,0.00832
2926,1.46482,2926,0.00636
2925.5,1.48578,2925.5,0.00031
2925,1.50734,2925,-0.00092
2924.5,1.52998,2924.5,0.00399
2924,1.54686,2924,0.0057
2923.5,1.56022,2923.5,-0.00062
2923,1.56501,2923,-0.00493
2922.5,1.57167,2922.5,-0.00072
2922,1.57998,2922,0.00308
2921.5,1.58182,2921.5,-0.00165
2921,1.58291,2921,-0.0065
2920.5,1.58237,2920.5,-0.00309
2920,1.57519,2920,-0.00033
2919.5,1.56447,2919.5,-0.0024
2919,1.54963,2919,-0.00466
2918.5,1.53014,2918.5,-0.00457
2918,1.50659,2918,-0.00264
2917.5,1.48602,2917.5,-0.00009
2917,1.4667,2917,0.00251
2916.5,1.43638,2916.5,-0.00056
2916,1.40243,2916,-0.00377
2915.5,1.37154,2915.5,0.0023
2915,1.34404,2915,0.0029
2914.5,1.31973,2914.5,0.00192
2914,1.29379,2914,0.0101
2913.5,1.2633,2913.5,0.01445
2913,1.23113,2913,0.01232
2912.5,1.20556,2912.5,0.01325
2912,1.17751,2912,0.01723
2911.5,1.1464,2911.5,0.02155
2911,1.11549,2911,0.028
2910.5,1.09056,2910.5,0.03067
2910,1.06934,2910,0.03232
2909.5,1.04284,2909.5,0.03578
2909,1.01873,2909,0.04006
2908.5,0.99538,2908.5,0.04009
2908,0.96862,2908,0.03271
2907.5,0.94436,2907.5,0.02867
2907,0.9222,2907,0.02782
2906.5,0.90339,2906.5,0.03062
2906,0.88686,2906,0.04007
2905.5,0.86394,2905.5,0.04191
2905,0.84492,2905,0.04016
2904.5,0.83228,2904.5,0.04074
2904,0.8138,2904,0.04161
2903.5,0.79593,2903.5,0.04322
2903,0.78196,2903,0.04263
2902.5,0.76729,2902.5,0.04201
2902,0.74804,2902,0.04509
2901.5,0.72817,2901.5,0.05154
2901,0.71737,2901,0.05416
2900.5,0.70798,2900.5,0.0495
2900,0.69633,2900,0.04133
2899.5,0.68662,2899.5,0.04037
2899,0.67267,2899,0.04775
2898.5,0.65416,2898.5,0.05287
2898,0.64197,2898,0.05354
2897.5,0.63389,2897.5,0.05077
2897,0.62146,2897,0.04754
2896.5,0.61096,2896.5,0.04737
2896,0.6041,2896,0.05015
2895.5,0.5937,2895.5,0.0553
2895,0.58164,2895,0.05604
2894.5,0.56657,2894.5,0.05163
2894,0.5561,2894,0.04819
2893.5,0.55087,2893.5,0.05072
2893,0.53752,2893,0.05406
2892.5,0.52027,2892.5,0.04993
2892,0.51717,2892,0.05166
2891.5,0.51834,2891.5,0.0578
2891,0.50537,2891,0.05731
2890.5,0.48795,2890.5,0.05033
2890,0.47871,2890,0.04878
2889.5,0.47503,2889.5,0.05535
2889,0.46842,2889,0.05738
2888.5,0.45964,2888.5,0.05832
2888,0.44727,2888,0.0601
2887.5,0.43837,2887.5,0.0603
2887,0.42666,2887,0.05723
2886.5,0.41773,2886.5,0.05877
2886,0.4176,2886,0.06154
2885.5,0.41262,2885.5,0.06134
2885,0.40305,2885,0.06341
2884.5,0.39864,2884.5,0.06306
2884,0.39697,2884,0.06107
2883.5,0.39042,2883.5,0.06249
2883,0.38296,2883,0.06244
2882.5,0.37672,2882.5,0.06193
2882,0.37229,2882,0.06556
2881.5,0.37067,2881.5,0.06524
2881,0.36768,2881,0.06042
2880.5,0.36218,2880.5,0.05565
2880,0.36052,2880,0.05956
2879.5,0.35869,2879.5,0.06447
2879,0.35869,2879,0.06118
2878.5,0.36036,2878.5,0.05817
2878,0.35977,2878,0.0597
2877.5,0.36544,2877.5,0.06062
2877,0.37267,2877,0.06239
2876.5,0.37647,2876.5,0.06301
2876,0.37863,2876,0.06193
2875.5,0.37928,2875.5,0.06255
2875,0.38133,2875,0.05718
2874.5,0.38799,2874.5,0.05453
2874,0.39878,2874,0.05486
2873.5,0.40811,2873.5,0.0553
2873,0.41796,2873,0.05691
2872.5,0.42629,2872.5,0.05397
2872,0.43015,2872,0.05275
2871.5,0.43218,2871.5,0.05008
2871,0.4404,2871,0.047
2870.5,0.44844,2870.5,0.04806
2870,0.45201,2870,0.05277
2869.5,0.45453,2869.5,0.05235
2869,0.45865,2869,0.05007
2868.5,0.46165,2868.5,0.05059
2868,0.46637,2868,0.05318
2867.5,0.46757,2867.5,0.04896
2867,0.4708,2867,0.04534
2866.5,0.47963,2866.5,0.04504
2866,0.47884,2866,0.03914
2865.5,0.48,2865.5,0.03387
2865,0.50119,2865,0.0386
2864.5,0.52167,2864.5,0.04349
2864,0.52849,2864,0.04171
2863.5,0.53407,2863.5,0.04094
2863,0.55447,2863,0.0419
2862.5,0.57647,2862.5,0.03701
2862,0.5953,2862,0.03137
2861.5,0.61676,2861.5,0.03498
2861,0.63822,2861,0.0364
2860.5,0.66247,2860.5,0.03757
2860,0.69482,2860,0.03758
2859.5,0.72631,2859.5,0.0366
2859,0.75472,2859,0.03498
2858.5,0.78615,2858.5,0.02792
2858,0.81716,2858,0.02282
2857.5,0.8441,2857.5,0.02378
2857,0.8788,2857,0.02897
2856.5,0.92447,2856.5,0.03291
2856,0.95768,2856,0.0314
2855.5,0.98445,2855.5,0.03267
2855,1.01599,2855,0.03019
2854.5,1.0371,2854.5,0.02054
2854,1.05364,2854,0.02257
2853.5,1.07861,2853.5,0.03124
2853,1.09909,2853,0.03157
2852.5,1.10385,2852.5,0.02377
2852,1.10291,2852,0.01902
2851.5,1.10669,2851.5,0.01857
2851,1.10488,2851,0.02005
2850.5,1.08962,2850.5,0.02397
2850,1.0705,2850,0.02497
2849.5,1.05149,2849.5,0.02642
2849,1.02433,2849,0.02563
2848.5,0.98946,2848.5,0.0248
2848,0.95145,2848,0.02377
2847.5,0.91479,2847.5,0.024
2847,0.88256,2847,0.02357
2846.5,0.85288,2846.5,0.02598
2846,0.81408,2846,0.02777
2845.5,0.77774,2845.5,0.02897
2845,0.73733,2845,0.03384
2844.5,0.69748,2844.5,0.04014
2844,0.66475,2844,0.04312
2843.5,0.62707,2843.5,0.04064
2843,0.58962,2843,0.04004
2842.5,0.55812,2842.5,0.03937
2842,0.53151,2842,0.04285
2841.5,0.50331,2841.5,0.04938
2841,0.46936,2841,0.04856
2840.5,0.43819,2840.5,0.04819
2840,0.41849,2840,0.05062
2839.5,0.39985,2839.5,0.05077
2839,0.37515,2839,0.04827
2838.5,0.35939,2838.5,0.05139
2838,0.34988,2838,0.05839
2837.5,0.33425,2837.5,0.05736
2837,0.32019,2837,0.05679
