Tri,TriSig,Dex,DexSig
3613.5,0.03513,3613.5,0.01822
3613,0.03671,3613,0.01829
3612.5,0.0301,3612.5,0.0152
3612,0.02105,3612,0.01432
3611.5,0.02102,3611.5,0.0132
3611,0.02363,3611,0.01038
3610.5,0.01673,3610.5,0.01137
3610,0.01957,3610,0.01586
3609.5,0.03656,3609.5,0.01916
3609,0.03429,3609,0.01236
3608.5,0.02002,3608.5,0.00898
3608,0.01867,3608,0.01977
3607.5,0.01729,3607.5,0.02438
3607,0.02174,3607,0.0254
3606.5,0.02732,3606.5,0.02767
3606,0.02368,3606,0.02162
3605.5,0.02595,3605.5,0.01907
3605,0.03696,3605,0.01821
3604.5,0.04251,3604.5,0.01481
3604,0.03688,3604,0.0135
3603.5,0.03009,3603.5,0.01044
3603,0.0243,3603,0.01929
3602.5,0.02423,3602.5,0.02595
3602,0.0245,3602,0.01891
3601.5,0.01974,3601.5,0.01463
3601,0.02365,3601,0.01836
3600.5,0.02873,3600.5,0.02195
3600,0.0257,3600,0.01748
3599.5,0.01946,3599.5,0.00887
3599,0.0234,3599,0.01192
3598.5,0.0293,3598.5,0.02425
3598,0.02029,3598,0.02285
3597.5,0.01407,3597.5,0.01324
3597,0.02142,3597,0.00981
3596.5,0.02548,3596.5,0.01525
3596,0.02507,3596,0.02065
3595.5,0.02338,3595.5,0.01663
3595,0.0229,3595,0.01804
3594.5,0.02963,3594.5,0.02172
3594,0.03152,3594,0.01734
3593.5,0.0309,3593.5,0.01593
3593,0.02972,3593,0.01604
3592.5,0.02532,3592.5,0.01638
3592,0.03453,3592,0.02893
3591.5,0.03508,3591.5,0.02918
3591,0.02027,3591,0.02129
3590.5,0.01754,3590.5,0.01916
3590,0.01999,3590,0.01604
3589.5,0.02805,3589.5,0.02253
3589,0.03092,3589,0.01924
3588.5,0.02989,3588.5,0.01094
3588,0.03417,3588,0.01979
3587.5,0.0301,3587.5,0.03797
3587,0.03065,3587,0.04452
3586.5,0.03541,3586.5,0.03292
3586,0.02822,3586,0.01926
3585.5,0.02125,3585.5,0.01636
3585,0.02762,3585,0.02154
3584.5,0.0298,3584.5,0.02488
3584,0.02427,3584,0.02643
3583.5,0.02258,3583.5,0.02363
3583,0.02192,3583,0.02167
3582.5,0.0217,3582.5,0.02507
3582,0.02828,3582,0.02663
3581.5,0.02823,3581.5,0.02437
3581,0.02507,3581,0.02184
3580.5,0.02512,3580.5,0.01854
3580,0.0145,3580,0.01325
3579.5,0.00882,3579.5,0.01471
3579,0.01324,3579,0.02005
3578.5,0.0237,3578.5,0.02363
3578,0.03279,3578,0.0214
3577.5,0.03299,3577.5,0.01678
3577,0.0258,3577,0.01493
3576.5,0.02232,3576.5,0.024
3576,0.02505,3576,0.02928
3575.5,0.02155,3575.5,0.02069
3575,0.01134,3575,0.01211
3574.5,0.00764,3574.5,0.01367
3574,0.00908,3574,0.01698
3573.5,0.01324,3573.5,0.01643
3573,0.02162,3573,0.01932
3572.5,0.02662,3572.5,0.01866
3572,0.02432,3572,0.01728
3571.5,0.01999,3571.5,0.02425
3571,0.01581,3571,0.02067
3570.5,0.01475,3570.5,0.01413
3570,0.01119,3570,0.00963
3569.5,0.01049,3569.5,0.01287
3569,0.02057,3569,0.0217
3568.5,0.03109,3568.5,0.0217
3568,0.0271,3568,0.0234
3567.5,0.01653,3567.5,0.02463
3567,0.02588,3567,0.02378
3566.5,0.03755,3566.5,0.02493
3566,0.02672,3566,0.02192
3565.5,0.02255,3565.5,0.01708
3565,0.02005,3565,0.00935
3564.5,0.01511,3564.5,0.00898
3564,0.01568,3564,0.01388
3563.5,0.01804,3563.5,0.02142
3563,0.01869,3563,0.0237
3562.5,0.01851,3562.5,0.02637
3562,0.01891,3562,0.0244
3561.5,0.02673,3561.5,0.02577
3561,0.02984,3561,0.02843
3560.5,0.0308,3560.5,0.02243
3560,0.02653,3560,0.01719
3559.5,0.02095,3559.5,0.01784
3559,0.02182,3559,0.02225
3558.5,0.0307,3558.5,0.03072
3558,0.02455,3558,0.02493
3557.5,0.01521,3557.5,0.02035
3557,0.01325,3557,0.02197
3556.5,0.01851,3556.5,0.0226
3556,0.02783,3556,0.02653
3555.5,0.02142,3555.5,0.02427
3555,0.01006,3555,0.01535
3554.5,0.01879,3554.5,0.01748
3554,0.02688,3554,0.01959
3553.5,0.02229,3553.5,0.01726
3553,0.01997,3553,0.02164
3552.5,0.02055,3552.5,0.02302
3552,0.0273,3552,0.02777
3551.5,0.0278,3551.5,0.0288
3551,0.01531,3551,0.01879
3550.5,0.01181,3550.5,0.01929
3550,0.02094,3550,0.02265
3549.5,0.0246,3549.5,0.02155
3549,0.02192,3549,0.02438
3548.5,0.02513,3548.5,0.02075
3548,0.0294,3548,0.01777
3547.5,0.02445,3547.5,0.02227
3547,0.02618,3547,0.02727
3546.5,0.02835,3546.5,0.02703
3546,0.01674,3546,0.02402
3545.5,0.0145,3545.5,0.01749
3545,0.02288,3545,0.01753
3544.5,0.02385,3544.5,0.02065
3544,0.02238,3544,0.02537
3543.5,0.01859,3543.5,0.02515
3543,0.01887,3543,0.0229
3542.5,0.02973,3542.5,0.02343
3542,0.02768,3542,0.01648
3541.5,0.01899,3541.5,0.01457
3541,0.00976,3541,0.02067
3540.5,0.00377,3540.5,0.02442
3540,0.01337,3540,0.0231
3539.5,0.02335,3539.5,0.0241
3539,0.02293,3539,0.02515
3538.5,0.02362,3538.5,0.02154
3538,0.02378,3538,0.02205
3537.5,0.01842,3537.5,0.02215
3537,0.01511,3537,0.02812
3536.5,0.01974,3536.5,0.03529
3536,0.02049,3536,0.03289
3535.5,0.01653,3535.5,0.02717
3535,0.01934,3535,0.02548
3534.5,0.0255,3534.5,0.03194
3534,0.02455,3534,0.03584
3533.5,0.01678,3533.5,0.03192
3533,0.02094,3533,0.03009
3532.5,0.0304,3532.5,0.03214
3532,0.02603,3532,0.02818
3531.5,0.02165,3531.5,0.02405
3531,0.02333,3531,0.0301
3530.5,0.02207,3530.5,0.03119
3530,0.01679,3530,0.02628
3529.5,0.02077,3529.5,0.0307
3529,0.03044,3529,0.03509
3528.5,0.03257,3528.5,0.03371
3528,0.0219,3528,0.02788
3527.5,0.01294,3527.5,0.02402
3527,0.01782,3527,0.02623
3526.5,0.0226,3526.5,0.02838
3526,0.022,3526,0.03182
3525.5,0.0198,3525.5,0.03382
3525,0.01294,3525,0.0321
3524.5,0.01334,3524.5,0.02592
3524,0.02388,3524,0.01889
3523.5,0.02928,3523.5,0.02602
3523,0.02715,3523,0.03952
3522.5,0.01799,3522.5,0.03523
3522,0.00927,3522,0.02373
3521.5,0.00923,3521.5,0.02282
3521,0.01546,3521,0.02615
3520.5,0.01787,3520.5,0.02845
3520,0.02095,3520,0.0296
3519.5,0.02074,3519.5,0.02268
3519,0.01786,3519,0.01729
3518.5,0.01811,3518.5,0.01911
3518,0.01651,3518,0.02817
3517.5,0.01901,3517.5,0.03596
3517,0.02115,3517,0.0307
3516.5,0.02175,3516.5,0.02905
3516,0.01816,3516,0.02994
3515.5,0.0157,3515.5,0.03376
3515,0.01634,3515,0.03543
3514.5,0.01546,3514.5,0.02812
3514,0.01789,3514,0.0279
3513.5,0.01864,3513.5,0.03432
3513,0.01585,3513,0.03217
3512.5,0.01056,3512.5,0.02843
3512,0.0136,3512,0.03154
3511.5,0.0254,3511.5,0.0386
3511,0.02743,3511,0.03366
3510.5,0.03094,3510.5,0.031
3510,0.03227,3510,0.03611
3509.5,0.02843,3509.5,0.03976
3509,0.01777,3509,0.03499
3508.5,0.01139,3508.5,0.03062
3508,0.01946,3508,0.03959
3507.5,0.03044,3507.5,0.04337
3507,0.03441,3507,0.03711
3506.5,0.02817,3506.5,0.03054
3506,0.02022,3506,0.02498
3505.5,0.01433,3505.5,0.02278
3505,0.01533,3505,0.02768
3504.5,0.02897,3504.5,0.03768
3504,0.03386,3504,0.04096
3503.5,0.03296,3503.5,0.04088
3503,0.03067,3503,0.03884
3502.5,0.02473,3502.5,0.03281
3502,0.02004,3502,0.02527
3501.5,0.02257,3501.5,0.02742
3501,0.0203,3501,0.03097
3500.5,0.02019,3500.5,0.03346
3500,0.02535,3500,0.04036
3499.5,0.02215,3499.5,0.04088
3499,0.02152,3499,0.0428
3498.5,0.0264,3498.5,0.04424
3498,0.03342,3498,0.04287
3497.5,0.02898,3497.5,0.03858
3497,0.02189,3497,0.03352
3496.5,0.01936,3496.5,0.03598
3496,0.02435,3496,0.04405
3495.5,0.03309,3495.5,0.04874
3495,0.03267,3495,0.04911
3494.5,0.03077,3494.5,0.04849
3494,0.03331,3494,0.04526
3493.5,0.0222,3493.5,0.03439
3493,0.00802,3493,0.0261
3492.5,0.01596,3492.5,0.03599
3492,0.02745,3492,0.04243
3491.5,0.02313,3491.5,0.03867
3491,0.02442,3491,0.04231
3490.5,0.0239,3490.5,0.04176
3490,0.02572,3490,0.0368
3489.5,0.02838,3489.5,0.03626
3489,0.02688,3489,0.0397
3488.5,0.02925,3488.5,0.04497
3488,0.03464,3488,0.0473
3487.5,0.03541,3487.5,0.04901
3487,0.0325,3487,0.04983
3486.5,0.03087,3486.5,0.0473
3486,0.03319,3486,0.04856
3485.5,0.03374,3485.5,0.0425
3485,0.02957,3485,0.03566
3484.5,0.03024,3484.5,0.04472
3484,0.02935,3484,0.04251
3483.5,0.02935,3483.5,0.04203
3483,0.03361,3483,0.04769
3482.5,0.02548,3482.5,0.04718
3482,0.02407,3482,0.04688
3481.5,0.03747,3481.5,0.05035
3481,0.04399,3481,0.05216
3480.5,0.03867,3480.5,0.04903
3480,0.03499,3480,0.04846
3479.5,0.03267,3479.5,0.04651
3479,0.02963,3479,0.04427
3478.5,0.03286,3478.5,0.04827
3478,0.03047,3478,0.04464
3477.5,0.01837,3477.5,0.03767
3477,0.01927,3477,0.04399
3476.5,0.02985,3476.5,0.05542
3476,0.03344,3476,0.05116
3475.5,0.02962,3475.5,0.0436
3475,0.02797,3475,0.04479
3474.5,0.03498,3474.5,0.0476
3474,0.03965,3474,0.05253
3473.5,0.04213,3473.5,0.05696
3473,0.03962,3473,0.05
3472.5,0.03326,3472.5,0.04683
3472,0.03087,3472,0.05228
3471.5,0.03576,3471.5,0.05481
3471,0.0423,3471,0.05716
3470.5,0.04431,3470.5,0.06188
3470,0.03718,3470,0.06333
3469.5,0.0299,3469.5,0.06047
3469,0.03107,3469,0.05797
3468.5,0.02952,3468.5,0.0503
3468,0.02648,3468,0.04698
3467.5,0.03019,3467.5,0.05513
3467,0.02843,3467,0.06101
3466.5,0.02353,3466.5,0.05516
3466,0.02702,3466,0.05646
3465.5,0.03179,3465.5,0.06472
3465,0.02908,3465,0.0605
3464.5,0.02897,3464.5,0.05672
3464,0.02928,3464,0.05966
3463.5,0.0298,3463.5,0.05965
3463,0.02495,3463,0.05666
3462.5,0.01997,3462.5,0.06086
3462,0.02219,3462,0.06474
3461.5,0.02278,3461.5,0.0642
3461,0.02248,3461,0.06634
3460.5,0.0278,3460.5,0.07049
3460,0.02728,3460,0.06738
3459.5,0.02017,3459.5,0.06329
3459,0.02119,3459,0.06378
3458.5,0.0283,3458.5,0.06587
3458,0.03119,3458,0.06894
3457.5,0.0315,3457.5,0.07221
3457,0.02768,3457,0.07533
3456.5,0.02598,3456.5,0.07471
3456,0.03059,3456,0.07381
3455.5,0.02907,3455.5,0.06938
3455,0.02245,3455,0.06397
3454.5,0.01931,3454.5,0.06819
3454,0.02815,3454,0.07562
3453.5,0.02903,3453.5,0.07267
3453,0.0223,3453,0.06634
3452.5,0.02355,3452.5,0.07304
3452,0.02157,3452,0.07928
3451.5,0.02343,3451.5,0.07479
3451,0.02527,3451,0.07277
3450.5,0.021,3450.5,0.07688
3450,0.02162,3450,0.07941
3449.5,0.02044,3449.5,0.07961
3449,0.01573,3449,0.07911
3448.5,0.01726,3448.5,0.07985
3448,0.02365,3448,0.07978
3447.5,0.02367,3447.5,0.07868
3447,0.01628,3447,0.07503
3446.5,0.01101,3446.5,0.07395
3446,0.01307,3446,0.08311
3445.5,0.01814,3445.5,0.08703
3445,0.02313,3445,0.08485
3444.5,0.02272,3444.5,0.08238
3444,0.02523,3444,0.0851
3443.5,0.02697,3443.5,0.0884
3443,0.02505,3443,0.09002
3442.5,0.02328,3442.5,0.08796
3442,0.01904,3442,0.08216
3441.5,0.01939,3441.5,0.08145
3441,0.02377,3441,0.08502
3440.5,0.0255,3440.5,0.0918
3440,0.0208,3440,0.09654
3439.5,0.01314,3439.5,0.08655
3439,0.01731,3439,0.08363
3438.5,0.01766,3438.5,0.08057
3438,0.01854,3438,0.0787
3437.5,0.02397,3437.5,0.07973
3437,0.02242,3437,0.08557
3436.5,0.02184,3436.5,0.0955
3436,0.01821,3436,0.09474
3435.5,0.0147,3435.5,0.08745
3435,0.01869,3435,0.08826
3434.5,0.02122,3434.5,0.09732
3434,0.01942,3434,0.10031
3433.5,0.02318,3433.5,0.09389
3433,0.02848,3433,0.08647
3432.5,0.02478,3432.5,0.08177
3432,0.01882,3432,0.08125
3431.5,0.01661,3431.5,0.08547
3431,0.01465,3431,0.08848
3430.5,0.01937,3430.5,0.09413
3430,0.01706,3430,0.09642
3429.5,0.00978,3429.5,0.09269
3429,0.01398,3429,0.08819
3428.5,0.0242,3428.5,0.09244
3428,0.02778,3428,0.09823
3427.5,0.0202,3427.5,0.09872
3427,0.01741,3427,0.09687
3426.5,0.02104,3426.5,0.09691
3426,0.01809,3426,0.09508
3425.5,0.0214,3425.5,0.09669
3425,0.0265,3425,0.1012
3424.5,0.02398,3424.5,0.10252
3424,0.01781,3424,0.09521
3423.5,0.01683,3423.5,0.09103
3423,0.02273,3423,0.09308
3422.5,0.02372,3422.5,0.0961
3422,0.02362,3422,0.10194
3421.5,0.0266,3421.5,0.10313
3421,0.02392,3421,0.10471
3420.5,0.02005,3420.5,0.10692
3420,0.0156,3420,0.09845
3419.5,0.0131,3419.5,0.09511
3419,0.01801,3419,0.09672
3418.5,0.02219,3418.5,0.09852
3418,0.02099,3418,0.1021
3417.5,0.02007,3417.5,0.1031
3417,0.02164,3417,0.10267
3416.5,0.02385,3416.5,0.10595
3416,0.0219,3416,0.10751
3415.5,0.02338,3415.5,0.10639
3415,0.02683,3415,0.10692
3414.5,0.02397,3414.5,0.10478
3414,0.01187,3414,0.1022
3413.5,0.00727,3413.5,0.10488
3413,0.01643,3413,0.10685
3412.5,0.0212,3412.5,0.1097
3412,0.01821,3412,0.1112
3411.5,0.01668,3411.5,0.11363
3411,0.01365,3411,0.11409
3410.5,0.01555,3410.5,0.10973
3410,0.01523,3410,0.11313
3409.5,0.01119,3409.5,0.11632
3409,0.01762,3409,0.11885
3408.5,0.02588,3408.5,0.11999
3408,0.02375,3408,0.11531
3407.5,0.01849,3407.5,0.12062
3407,0.01511,3407,0.12705
3406.5,0.01869,3406.5,0.12901
3406,0.02362,3406,0.12713
3405.5,0.02074,3405.5,0.1228
3405,0.02308,3405,0.12701
3404.5,0.03124,3404.5,0.13224
3404,0.02618,3404,0.12635
3403.5,0.01588,3403.5,0.12287
3403,0.01417,3403,0.12928
3402.5,0.02014,3402.5,0.13456
3402,0.02019,3402,0.13161
3401.5,0.01723,3401.5,0.12783
3401,0.0145,3401,0.1255
3400.5,0.00734,3400.5,0.1212
3400,0.01003,3400,0.12609
3399.5,0.02082,3399.5,0.13668
3399,0.02185,3399,0.13437
3398.5,0.01458,3398.5,0.12756
3398,0.01307,3398,0.1265
3397.5,0.02037,3397.5,0.13231
3397,0.02268,3397,0.14079
3396.5,0.02129,3396.5,0.14472
3396,0.01646,3396,0.13991
3395.5,0.0137,3395.5,0.13237
3395,0.01347,3395,0.13053
3394.5,0.01206,3394.5,0.13338
3394,0.01368,3394,0.1376
3393.5,0.02145,3393.5,0.14412
3393,0.02402,3393,0.13931
3392.5,0.01896,3392.5,0.1315
3392,0.02282,3392,0.13718
3391.5,0.02833,3391.5,0.14306
3391,0.02227,3391,0.14282
3390.5,0.01234,3390.5,0.13516
3390,0.01033,3390,0.13456
3389.5,0.0207,3389.5,0.14575
3389,0.02725,3389,0.14548
3388.5,0.02285,3388.5,0.13873
3388,0.01518,3388,0.14079
3387.5,0.01516,3387.5,0.14824
3387,0.01728,3387,0.14897
3386.5,0.01553,3386.5,0.14245
3386,0.01422,3386,0.13767
3385.5,0.02019,3385.5,0.14313
3385,0.0215,3385,0.14915
3384.5,0.01367,3384.5,0.14442
3384,0.01046,3384,0.13523
3383.5,0.01724,3383.5,0.13507
3383,0.02322,3383,0.14192
3382.5,0.02273,3382.5,0.14642
3382,0.02262,3382,0.14421
3381.5,0.01926,3381.5,0.1382
3381,0.013,3381,0.13745
3380.5,0.01889,3380.5,0.14544
3380,0.02745,3380,0.15091
3379.5,0.02312,3379.5,0.14611
3379,0.02229,3379,0.14786
3378.5,0.0228,3378.5,0.15367
3378,0.01535,3378,0.14582
3377.5,0.01483,3377.5,0.14164
3377,0.01378,3377,0.14337
3376.5,0.01618,3376.5,0.14476
3376,0.0211,3376,0.14762
3375.5,0.01954,3375.5,0.14431
3375,0.01995,3375,0.14096
3374.5,0.02079,3374.5,0.13878
3374,0.01921,3374,0.14063
3373.5,0.01659,3373.5,0.14486
3373,0.01546,3373,0.15107
3372.5,0.02302,3372.5,0.15604
3372,0.02472,3372,0.14939
3371.5,0.01802,3371.5,0.13962
3371,0.01699,3371,0.13983
3370.5,0.02079,3370.5,0.14532
3370,0.02465,3370,0.14949
3369.5,0.02025,3369.5,0.14347
3369,0.01471,3369,0.13716
3368.5,0.01413,3368.5,0.1406
3368,0.01553,3368,0.14582
3367.5,0.01766,3367.5,0.14457
3367,0.0153,3367,0.14404
3366.5,0.01113,3366.5,0.14865
3366,0.01054,3366,0.14728
3365.5,0.01749,3365.5,0.14637
3365,0.02275,3365,0.14879
3364.5,0.01809,3364.5,0.14603
3364,0.01576,3364,0.14558
3363.5,0.01332,3363.5,0.148
3363,0.01545,3363,0.14973
3362.5,0.01985,3362.5,0.15177
3362,0.02029,3362,0.15695
3361.5,0.01856,3361.5,0.15597
3361,0.01545,3361,0.15038
3360.5,0.01719,3360.5,0.15251
3360,0.00817,3360,0.15101
3359.5,0.00847,3359.5,0.14757
3359,0.02147,3359,0.15234
3358.5,0.01758,3358.5,0.15443
3358,0.00978,3358,0.14944
3357.5,0.01418,3357.5,0.14731
3357,0.02077,3357,0.15038
3356.5,0.02,3356.5,0.15151
3356,0.02308,3356,0.15397
3355.5,0.02057,3355.5,0.15321
3355,0.01613,3355,0.16001
3354.5,0.01166,3354.5,0.15986
3354,0.0137,3354,0.14942
3353.5,0.01857,3353.5,0.14418
3353,0.01585,3353,0.1457
3352.5,0.01649,3352.5,0.15112
3352,0.01588,3352,0.15173
3351.5,0.01658,3351.5,0.15048
3351,0.02597,3351,0.16152
3350.5,0.02867,3350.5,0.16817
3350,0.02283,3350,0.16598
3349.5,0.01758,3349.5,0.16612
3349,0.01862,3349,0.16497
3348.5,0.02507,3348.5,0.1607
3348,0.02387,3348,0.15355
3347.5,0.02214,3347.5,0.15457
3347,0.02522,3347,0.16331
3346.5,0.0218,3346.5,0.16302
3346,0.01172,3346,0.15668
3345.5,0.01224,3345.5,0.15735
3345,0.01683,3345,0.15695
3344.5,0.01794,3344.5,0.1578
3344,0.02049,3344,0.16252
3343.5,0.0199,3343.5,0.16122
3343,0.02229,3343,0.16528
3342.5,0.02094,3342.5,0.16746
3342,0.021,3342,0.16526
3341.5,0.02265,3341.5,0.16089
3341,0.01916,3341,0.15522
3340.5,0.01934,3340.5,0.15795
3340,0.02295,3340,0.16713
3339.5,0.0226,3339.5,0.17673
3339,0.0139,3339,0.17615
3338.5,0.01247,3338.5,0.16887
3338,0.01407,3338,0.16025
3337.5,0.00898,3337.5,0.16082
3337,0.01184,3337,0.16793
3336.5,0.02114,3336.5,0.17499
3336,0.02263,3336,0.18121
3335.5,0.01751,3335.5,0.17175
3335,0.01827,3335,0.1666
3334.5,0.01423,3334.5,0.16841
3334,0.01455,3334,0.17049
3333.5,0.0233,3333.5,0.1778
3333,0.02167,3333,0.17993
3332.5,0.01485,3332.5,0.17753
3332,0.01279,3332,0.17529
3331.5,0.02054,3331.5,0.18091
3331,0.02222,3331,0.17891
3330.5,0.01709,3330.5,0.17082
3330,0.01673,3330,0.17194
3329.5,0.01601,3329.5,0.17798
3329,0.01026,3329,0.17229
3328.5,0.01247,3328.5,0.17573
3328,0.01884,3328,0.18466
3327.5,0.01501,3327.5,0.18401
3327,0.02034,3327,0.18694
3326.5,0.02825,3326.5,0.1888
3326,0.02908,3326,0.18807
3325.5,0.03059,3325.5,0.19091
3325,0.02538,3325,0.19111
3324.5,0.01871,3324.5,0.19155
3324,0.01152,3324,0.18523
3323.5,0.01031,3323.5,0.17943
3323,0.01377,3323,0.18413
3322.5,0.00917,3322.5,0.19032
3322,0.00885,3322,0.19546
3321.5,0.01629,3321.5,0.19321
3321,0.01428,3321,0.1858
3320.5,0.01438,3320.5,0.18982
3320,0.01887,3320,0.19652
3319.5,0.01746,3319.5,0.19902
3319,0.01866,3319,0.19898
3318.5,0.02553,3318.5,0.20016
3318,0.02433,3318,0.19909
3317.5,0.02253,3317.5,0.20209
3317,0.01583,3317,0.2015
3316.5,0.00716,3316.5,0.19846
3316,0.0097,3316,0.20016
3315.5,0.01851,3315.5,0.20367
3315,0.01575,3315,0.20172
3314.5,0.01133,3314.5,0.19673
3314,0.01525,3314,0.19775
3313.5,0.01352,3313.5,0.20129
3313,0.0149,3313,0.20513
3312.5,0.02055,3312.5,0.2048
3312,0.01829,3312,0.20075
3311.5,0.0199,3311.5,0.20532
3311,0.02542,3311,0.2117
3310.5,0.02214,3310.5,0.20874
3310,0.01242,3310,0.20572
3309.5,0.01074,3309.5,0.20664
3309,0.01699,3309,0.21117
3308.5,0.02214,3308.5,0.21404
3308,0.02049,3308,0.21203
3307.5,0.01899,3307.5,0.20714
3307,0.01995,3307,0.20573
3306.5,0.02135,3306.5,0.20963
3306,0.02029,3306,0.20778
3305.5,0.01566,3305.5,0.20195
3305,0.01046,3305,0.20599
3304.5,0.01656,3304.5,0.21612
3304,0.02488,3304,0.21894
3303.5,0.01859,3303.5,0.21551
3303,0.01448,3303,0.21123
3302.5,0.01911,3302.5,0.20546
3302,0.01423,3302,0.20148
3301.5,0.00875,3301.5,0.20464
3301,0.01743,3301,0.21267
3300.5,0.03054,3300.5,0.22016
3300,0.0306,3300,0.22138
3299.5,0.02077,3299.5,0.20975
3299,0.01229,3299,0.19914
3298.5,0.01081,3298.5,0.2007
3298,0.015,3298,0.20778
3297.5,0.01942,3297.5,0.21304
3297,0.0153,3297,0.21304
3296.5,0.01332,3296.5,0.21599
3296,0.01759,3296,0.21916
3295.5,0.01997,3295.5,0.22035
3295,0.02117,3295,0.21934
3294.5,0.02555,3294.5,0.21612
3294,0.02858,3294,0.21479
3293.5,0.02348,3293.5,0.21516
3293,0.01822,3293,0.21458
3292.5,0.02162,3292.5,0.22277
3292,0.02622,3292,0.22476
3291.5,0.02425,3291.5,0.22202
3291,0.02065,3291,0.22408
3290.5,0.021,3290.5,0.2214
3290,0.0207,3290,0.21579
3289.5,0.02272,3289.5,0.21716
3289,0.02215,3289,0.21842
3288.5,0.01545,3288.5,0.21761
3288,0.01212,3288,0.21723
3287.5,0.01578,3287.5,0.21398
3287,0.01779,3287,0.20944
3286.5,0.01901,3286.5,0.2138
3286,0.02139,3286,0.2192
3285.5,0.02418,3285.5,0.2174
3285,0.01921,3285,0.21401
3284.5,0.01616,3284.5,0.21131
3284,0.01972,3284,0.2145
3283.5,0.02029,3283.5,0.21868
3283,0.02229,3283,0.21528
3282.5,0.02283,3282.5,0.21634
3282,0.01937,3282,0.21861
3281.5,0.02338,3281.5,0.22061
3281,0.02427,3281,0.22302
3280.5,0.02265,3280.5,0.22656
3280,0.0242,3280,0.22691
3279.5,0.01902,3279.5,0.21495
3279,0.01363,3279,0.21328
3278.5,0.01759,3278.5,0.21657
3278,0.01936,3278,0.21342
3277.5,0.01782,3277.5,0.21408
3277,0.01531,3277,0.21594
3276.5,0.01337,3276.5,0.21657
3276,0.01861,3276,0.22583
3275.5,0.02124,3275.5,0.22981
3275,0.02295,3275,0.226
3274.5,0.02412,3274.5,0.22785
3274,0.021,3274,0.2293
3273.5,0.02164,3273.5,0.22729
3273,0.02538,3273,0.23028
3272.5,0.02437,3272.5,0.23183
3272,0.01964,3272,0.22743
3271.5,0.01503,3271.5,0.22049
3271,0.01486,3271,0.21913
3270.5,0.02122,3270.5,0.22604
3270,0.0228,3270,0.22981
3269.5,0.01849,3269.5,0.22539
3269,0.01307,3269,0.21965
3268.5,0.01636,3268.5,0.21969
3268,0.01668,3268,0.22192
3267.5,0.01521,3267.5,0.22785
3267,0.016,3267,0.23224
3266.5,0.01762,3266.5,0.22518
3266,0.01756,3266,0.22349
3265.5,0.01287,3265.5,0.22794
3265,0.01468,3265,0.23138
3264.5,0.01852,3264.5,0.23425
3264,0.02388,3264,0.2365
3263.5,0.02174,3263.5,0.23148
3263,0.01822,3263,0.22914
3262.5,0.02295,3262.5,0.2351
3262,0.02608,3262,0.23935
3261.5,0.02099,3261.5,0.23925
3261,0.01531,3261,0.23425
3260.5,0.01596,3260.5,0.22991
3260,0.01776,3260,0.22872
3259.5,0.01723,3259.5,0.23183
3259,0.01985,3259,0.23759
3258.5,0.0207,3258.5,0.23984
3258,0.01267,3258,0.23601
3257.5,0.01227,3257.5,0.23279
3257,0.01358,3257,0.23349
3256.5,0.00928,3256.5,0.2393
3256,0.01074,3256,0.23575
3255.5,0.01536,3255.5,0.2294
3255,0.01671,3255,0.23286
3254.5,0.01866,3254.5,0.23451
3254,0.01982,3254,0.23697
3253.5,0.01748,3253.5,0.24056
3253,0.01493,3253,0.23696
3252.5,0.01758,3252.5,0.23482
3252,0.01842,3252,0.23498
3251.5,0.01941,3251.5,0.24033
3251,0.01827,3251,0.24191
3250.5,0.01558,3250.5,0.23543
3250,0.01545,3250,0.23178
3249.5,0.00893,3249.5,0.23059
3249,0.01136,3249,0.23529
3248.5,0.02204,3248.5,0.23802
3248,0.02525,3248,0.23757
3247.5,0.01951,3247.5,0.23725
3247,0.01628,3247,0.23984
3246.5,0.01525,3246.5,0.24308
3246,0.01262,3246,0.23935
3245.5,0.01151,3245.5,0.23267
3245,0.01387,3245,0.23073
3244.5,0.02017,3244.5,0.23753
3244,0.02277,3244,0.24277
3243.5,0.02355,3243.5,0.24172
3243,0.02725,3243,0.24331
3242.5,0.02548,3242.5,0.24082
3242,0.01899,3242,0.23785
3241.5,0.01174,3241.5,0.23701
3241,0.01059,3241,0.2343
3240.5,0.0149,3240.5,0.23157
3240,0.02415,3240,0.23624
3239.5,0.02637,3239.5,0.23983
3239,0.01767,3239,0.23643
3238.5,0.01721,3238.5,0.23589
3238,0.02288,3238,0.23568
3237.5,0.02413,3237.5,0.23977
3237,0.01759,3237,0.23928
3236.5,0.00927,3236.5,0.23325
3236,0.00696,3236,0.22876
3235.5,0.00628,3235.5,0.22633
3235,0.00482,3235,0.22925
3234.5,0.0094,3234.5,0.23159
3234,0.01946,3234,0.23453
3233.5,0.02333,3233.5,0.23878
3233,0.02157,3233,0.23834
3232.5,0.01566,3232.5,0.23341
3232,0.01179,3232,0.22762
3231.5,0.01041,3231.5,0.22459
3231,0.01177,3231,0.23243
3230.5,0.01611,3230.5,0.23741
3230,0.01703,3230,0.23183
3229.5,0.01847,3229.5,0.23599
3229,0.02114,3229,0.24717
3228.5,0.02189,3228.5,0.24216
3228,0.01937,3228,0.23183
3227.5,0.01598,3227.5,0.22843
3227,0.01866,3227,0.22797
3226.5,0.02235,3226.5,0.22928
3226,0.0203,3226,0.22989
3225.5,0.021,3225.5,0.23
